customer_id,tenure,monthly_charges,support_calls,contract_type,payment_method,num_products,age,autopay,customer_segment,churn
1005355,64,61.23,3,one-year,bank-transfer,4,54,1,5152,0
1005356,33,55.94,2,one-year,electronic,2,67,1,6475,0
1005357,6,90.89,3,month-to-month,bank-transfer,1,28,0,3435,1
1005358,67,82.67,1,month-to-month,credit-card,1,67,0,6495,0
1005359,54,51.75,3,two-year,electronic,4,43,1,5673,0
1005360,49,42.44,3,month-to-month,electronic,3,48,0,33,0
1005361,64,44.31,1,month-to-month,electronic,4,32,0,830,1
1005362,8,148.44,2,two-year,mailed,1,30,1,4480,0
1005363,15,94.08,0,two-year,mailed,5,61,1,4973,0
1005364,28,50.32,1,month-to-month,credit-card,4,49,0,2835,1
1005365,21,71.69,2,two-year,electronic,4,50,0,6143,0
1005366,30,63.9,0,one-year,electronic,1,18,0,107,0
1005367,33,67.0,2,two-year,credit-card,4,83,0,2850,0
1005368,5,81.15,4,one-year,electronic,4,46,0,6206,0
1005369,42,62.01,1,month-to-month,credit-card,5,47,0,4058,0
1005370,45,28.62,0,month-to-month,bank-transfer,2,66,1,737,0
1005371,32,73.16,0,two-year,credit-card,1,54,0,1473,0
1005372,53,129.16,3,month-to-month,electronic,1,68,0,6826,1
1005373,41,99.98,0,one-year,credit-card,4,55,0,1926,0
1005374,57,96.4,5,month-to-month,electronic,1,66,0,944,0
1005375,27,79.47,3,two-year,electronic,2,62,0,3368,1
1005376,66,74.55,0,month-to-month,electronic,1,76,1,1011,0
1005377,30,71.09,3,one-year,credit-card,2,68,1,1398,0
1005378,47,94.59,0,two-year,credit-card,4,29,0,1044,0
1005379,22,83.91,4,month-to-month,electronic,1,66,0,4061,1
1005380,58,62.91,1,month-to-month,credit-card,3,77,0,4930,0
1005381,47,59.42,1,one-year,electronic,2,75,1,1789,0
1005382,37,62.97,0,one-year,electronic,3,49,0,333,0
1005383,67,67.35,0,month-to-month,credit-card,3,22,0,1997,1
1005384,7,85.39,1,one-year,electronic,5,72,0,5327,0
1005385,70,44.25,2,month-to-month,bank-transfer,2,68,0,6275,0
1005386,38,102.64,0,one-year,electronic,3,41,1,632,0
1005387,27,111.04,1,month-to-month,bank-transfer,5,42,0,196,1
1005388,21,75.79,3,two-year,credit-card,1,33,1,1099,0
1005389,3,128.47,2,month-to-month,electronic,4,73,1,1473,1
1005390,28,42.0,3,month-to-month,bank-transfer,2,56,0,1313,1
1005391,45,15.0,2,month-to-month,electronic,1,50,1,1344,0
1005392,59,49.78,1,month-to-month,electronic,3,51,1,6444,1
1005393,68,66.18,2,one-year,bank-transfer,5,44,1,2828,0
1005394,4,21.09,2,month-to-month,electronic,2,58,0,3784,1
1005395,68,107.74,0,two-year,bank-transfer,3,45,0,4524,0
1005396,4,35.39,1,month-to-month,mailed,2,45,1,4771,1
1005397,49,15.0,2,one-year,mailed,5,70,0,4798,0
1005398,64,119.85,0,one-year,mailed,2,77,1,3011,0
1005399,26,37.69,1,month-to-month,electronic,3,29,1,2675,1
1005400,7,67.89,1,two-year,mailed,5,31,0,4074,0
1005401,5,82.87,1,two-year,mailed,4,58,1,2761,0
1005402,40,20.42,2,two-year,electronic,4,45,1,5261,0
1005403,33,60.68,3,two-year,electronic,4,56,0,857,0
1005404,1,15.0,2,one-year,electronic,3,72,0,5525,1
1005405,47,62.65,1,two-year,mailed,5,74,0,1274,0
1005406,44,72.16,1,month-to-month,electronic,5,26,0,5317,0
1005407,52,50.61,1,month-to-month,bank-transfer,2,34,1,6284,0
1005408,51,70.81,4,month-to-month,electronic,1,22,1,5202,0
1005409,47,32.85,0,two-year,mailed,4,60,1,2924,0
1005410,0,20.66,2,month-to-month,credit-card,2,43,1,6248,0
1005411,56,80.3,2,one-year,mailed,4,26,1,19,0
1005412,51,84.71,4,month-to-month,bank-transfer,3,28,0,2210,0
1005413,8,71.29,1,one-year,electronic,4,19,1,4069,1
1005414,28,41.1,0,two-year,electronic,1,69,0,2707,0
1005415,37,40.45,2,two-year,mailed,5,77,1,1778,0
1005416,33,71.03,2,one-year,bank-transfer,4,83,1,6277,0
1005417,32,68.71,4,one-year,electronic,1,69,1,4105,1
1005418,16,39.24,2,two-year,mailed,3,65,1,4479,0
1005419,36,21.48,2,month-to-month,electronic,2,70,0,2301,0
1005420,51,80.3,1,month-to-month,bank-transfer,2,30,0,5201,1
1005421,33,108.93,1,month-to-month,electronic,5,71,0,6049,1
1005422,38,110.75,0,month-to-month,credit-card,2,82,1,2098,1
1005423,43,63.32,0,one-year,bank-transfer,4,30,0,4526,1
1005424,21,38.43,2,month-to-month,mailed,1,79,1,4793,0
1005425,7,62.44,2,month-to-month,credit-card,4,33,0,3844,1
1005426,69,15.0,2,month-to-month,electronic,3,19,1,3906,0
1005427,0,62.25,0,month-to-month,mailed,4,20,0,6337,0
1005428,27,39.66,1,two-year,mailed,5,50,1,5198,0
1005429,31,44.81,2,month-to-month,mailed,1,38,1,5079,1
1005430,8,31.3,2,month-to-month,credit-card,2,69,1,3124,0
1005431,42,97.85,0,one-year,bank-transfer,2,37,1,4633,0
1005432,64,15.0,1,one-year,electronic,2,69,1,6262,0
1005433,30,64.95,0,one-year,mailed,2,29,0,5675,0
1005434,65,34.53,0,two-year,bank-transfer,2,32,0,4084,0
1005435,37,41.18,3,month-to-month,mailed,4,84,1,1523,1
1005436,15,82.26,2,month-to-month,electronic,2,74,0,1223,1
1005437,28,70.2,2,two-year,bank-transfer,1,55,1,5471,0
1005438,33,45.96,3,two-year,electronic,1,56,0,1779,0
1005439,58,90.73,2,month-to-month,electronic,5,75,1,63,1
1005440,61,59.46,1,month-to-month,credit-card,1,79,0,3243,1
1005441,58,73.09,0,two-year,electronic,2,82,1,219,0
1005442,14,69.05,2,month-to-month,credit-card,1,61,1,1240,0
1005443,10,52.14,0,one-year,electronic,5,31,1,5792,0
1005444,57,67.88,1,two-year,credit-card,4,30,1,3943,0
1005445,44,63.2,1,two-year,electronic,2,50,0,5838,0
1005446,55,70.2,0,two-year,bank-transfer,2,73,0,2952,0
1005447,37,47.01,0,month-to-month,bank-transfer,4,41,1,1453,0
1005448,64,99.5,5,month-to-month,electronic,4,61,0,339,1
1005449,4,88.79,4,month-to-month,credit-card,1,30,0,67,1
1005450,71,56.71,0,one-year,electronic,5,70,0,5760,0
1005451,6,96.67,2,month-to-month,bank-transfer,2,49,1,6394,1
1005452,29,56.82,1,one-year,electronic,5,67,0,4002,0
1005453,58,44.66,0,month-to-month,bank-transfer,4,63,1,6186,0
1005454,2,71.02,0,one-year,mailed,3,34,0,5241,0
1005455,51,62.55,1,one-year,mailed,2,50,1,2514,0
1005456,10,46.77,2,month-to-month,electronic,3,69,0,4927,1
1005457,11,70.38,0,month-to-month,bank-transfer,1,23,0,5302,1
1005458,44,65.13,3,month-to-month,mailed,1,66,0,6471,1
1005459,42,36.73,1,two-year,credit-card,4,22,0,5039,0
1005460,25,51.34,1,month-to-month,electronic,2,22,1,1049,0
1005461,64,124.54,3,month-to-month,electronic,3,62,1,5413,1
1005462,10,63.04,2,two-year,electronic,5,58,0,378,0
1005463,37,73.46,1,two-year,bank-transfer,5,56,0,5237,0
1005464,67,31.98,1,two-year,electronic,2,67,1,277,0
1005465,43,101.31,2,one-year,electronic,2,27,1,224,1
1005466,11,55.12,1,one-year,electronic,2,31,1,1935,0
1005467,48,43.13,2,month-to-month,electronic,3,50,0,6911,0
1005468,17,48.47,4,month-to-month,electronic,5,32,1,5128,0
1005469,38,92.22,1,one-year,bank-transfer,4,56,1,4880,0
1005470,46,49.59,4,month-to-month,bank-transfer,5,61,0,6804,1
1005471,63,22.85,3,month-to-month,mailed,2,56,0,1740,1
1005472,62,98.4,1,two-year,electronic,1,73,1,3016,0
1005473,18,57.75,2,month-to-month,mailed,5,75,1,2456,0
1005474,70,15.0,0,month-to-month,bank-transfer,3,81,0,391,0
1005475,16,83.1,4,two-year,credit-card,5,72,0,5467,0
1005476,63,61.82,2,one-year,electronic,1,53,1,3850,0
1005477,7,50.68,2,month-to-month,credit-card,1,83,1,2519,0
1005478,7,28.64,0,one-year,bank-transfer,2,53,0,2217,1
1005479,31,87.15,0,two-year,credit-card,4,28,1,4727,0
1005480,6,88.26,3,month-to-month,bank-transfer,5,83,0,1779,1
1005481,23,51.54,0,month-to-month,bank-transfer,1,44,0,6932,1
1005482,34,80.94,4,month-to-month,bank-transfer,4,61,0,6216,1
1005483,35,104.6,2,month-to-month,bank-transfer,2,19,1,3866,1
1005484,0,99.48,3,month-to-month,credit-card,4,23,1,6487,1
1005485,12,80.6,0,two-year,mailed,5,18,1,2311,0
1005486,9,33.44,1,month-to-month,electronic,3,30,0,4133,0
1005487,34,72.95,1,one-year,credit-card,3,81,1,473,0
1005488,54,50.63,1,two-year,credit-card,5,27,0,5593,0
1005489,35,92.68,5,one-year,credit-card,4,18,0,3182,0
1005490,71,104.68,2,one-year,bank-transfer,3,65,1,6853,0
1005491,22,65.26,0,one-year,credit-card,2,32,1,6752,0
1005492,65,105.77,0,month-to-month,bank-transfer,3,20,1,3526,0
1005493,57,130.81,2,month-to-month,electronic,1,67,1,2993,0
1005494,65,72.5,2,month-to-month,bank-transfer,3,61,0,5938,1
1005495,36,77.23,1,month-to-month,bank-transfer,1,79,1,2307,0
1005496,34,61.35,0,month-to-month,bank-transfer,4,27,1,508,0
1005497,42,100.43,1,two-year,bank-transfer,3,22,1,4080,0
1005498,0,53.46,2,month-to-month,credit-card,4,19,0,4344,1
1005499,68,26.84,2,two-year,electronic,3,57,0,2823,0
1005500,27,115.25,0,one-year,credit-card,4,72,1,5898,0
1005501,63,50.6,1,two-year,bank-transfer,4,65,1,5501,0
1005502,43,109.12,0,month-to-month,electronic,1,64,1,4156,0
1005503,46,82.07,1,month-to-month,electronic,3,36,0,5650,0
1005504,31,80.21,3,month-to-month,electronic,5,68,1,4858,0
1005505,0,118.16,3,one-year,mailed,5,55,1,5180,1
1005506,41,62.03,2,one-year,mailed,2,73,1,6651,0
1005507,46,110.82,2,one-year,credit-card,1,75,0,4241,0
1005508,0,125.75,0,month-to-month,electronic,4,71,1,6162,1
1005509,21,41.8,1,two-year,mailed,1,64,1,3785,0
1005510,27,146.35,0,month-to-month,mailed,4,34,0,690,1
1005511,17,85.75,1,one-year,mailed,2,58,0,3703,0
1005512,50,108.79,3,month-to-month,electronic,1,24,1,2879,1
1005513,43,30.78,1,one-year,credit-card,4,79,0,3223,0
1005514,51,41.87,1,month-to-month,electronic,1,56,0,2241,0
1005515,12,83.69,0,two-year,mailed,4,42,1,3810,0
1005516,14,16.04,2,two-year,electronic,2,51,1,6764,0
1005517,52,46.45,2,month-to-month,mailed,5,30,1,3840,1
1005518,60,57.15,2,month-to-month,electronic,4,52,0,6472,0
1005519,55,150.0,2,two-year,electronic,4,22,1,4142,0
1005520,53,65.2,0,month-to-month,electronic,3,36,0,4740,0
1005521,9,45.19,1,month-to-month,electronic,2,49,0,4863,1
1005522,65,15.61,2,two-year,electronic,2,59,0,6089,0
1005523,10,50.23,1,month-to-month,credit-card,3,74,0,1320,1
1005524,8,54.57,2,month-to-month,mailed,2,22,0,2904,1
1005525,66,16.97,2,month-to-month,bank-transfer,3,76,0,2046,1
1005526,27,96.2,2,month-to-month,mailed,5,39,1,2221,1
1005527,2,94.46,0,two-year,bank-transfer,2,53,1,1464,0
1005528,24,52.91,2,month-to-month,mailed,3,77,1,1856,1
1005529,57,67.7,2,one-year,electronic,3,80,1,2855,0
1005530,25,150.0,1,two-year,mailed,5,45,1,1334,0
1005531,53,30.66,1,month-to-month,credit-card,5,81,0,3100,1
1005532,36,123.03,3,two-year,credit-card,1,35,1,3416,0
1005533,50,56.53,0,month-to-month,bank-transfer,4,78,1,1719,0
1005534,40,43.35,1,month-to-month,electronic,5,44,1,2772,1
1005535,2,15.0,2,month-to-month,credit-card,5,68,0,4781,1
1005536,22,95.49,1,month-to-month,electronic,3,47,1,5000,0
1005537,67,39.48,1,month-to-month,electronic,3,51,1,3851,0
1005538,41,68.79,1,month-to-month,credit-card,1,63,0,1231,0
1005539,14,68.83,0,month-to-month,electronic,2,44,0,1924,0
1005540,61,37.24,3,one-year,bank-transfer,4,48,1,4409,0
1005541,62,43.67,2,two-year,electronic,3,38,0,4979,0
1005542,62,18.17,1,one-year,electronic,4,33,0,1243,0
1005543,36,132.07,3,two-year,bank-transfer,4,80,1,1896,0
1005544,3,46.77,0,month-to-month,credit-card,5,82,0,6432,1
1005545,23,86.04,0,month-to-month,bank-transfer,3,68,1,1525,0
1005546,54,73.6,0,two-year,mailed,3,59,1,3082,0
1005547,12,79.08,4,month-to-month,bank-transfer,5,24,1,1335,0
1005548,71,123.74,2,month-to-month,electronic,2,69,0,4959,0
1005549,0,31.55,0,month-to-month,bank-transfer,4,83,0,461,1
1005550,6,44.88,3,one-year,credit-card,5,46,0,4284,0
1005551,16,33.64,0,month-to-month,electronic,2,57,0,1781,1
1005552,57,119.34,1,month-to-month,credit-card,1,31,0,1773,1
1005553,8,36.66,2,one-year,electronic,5,23,0,1323,1
1005554,67,60.48,1,month-to-month,credit-card,4,48,0,5628,0
1005555,0,114.18,1,month-to-month,bank-transfer,1,28,0,1754,1
1005556,48,45.73,2,month-to-month,bank-transfer,5,24,0,6839,0
1005557,47,72.5,1,month-to-month,credit-card,2,75,0,509,0
1005558,36,62.06,2,two-year,electronic,4,77,1,3199,0
1005559,70,15.33,2,month-to-month,electronic,4,72,0,2832,0
1005560,54,88.96,1,one-year,bank-transfer,2,63,0,1616,0
1005561,37,73.25,2,month-to-month,electronic,4,54,0,6036,1
1005562,53,34.23,1,one-year,credit-card,5,77,0,465,0
1005563,59,66.65,2,one-year,credit-card,4,84,0,333,0
1005564,46,40.0,1,one-year,electronic,4,41,0,5478,0
1005565,69,96.85,0,two-year,mailed,3,60,1,6423,0
1005566,31,88.69,2,month-to-month,electronic,5,47,0,4793,1
1005567,5,43.67,1,month-to-month,electronic,3,29,1,1642,1
1005568,19,15.0,2,one-year,mailed,4,57,0,1410,0
1005569,30,75.28,3,two-year,electronic,1,84,1,6744,0
1005570,9,100.88,4,month-to-month,mailed,1,61,0,5357,1
1005571,30,78.22,3,one-year,mailed,4,37,0,3776,1
1005572,64,95.33,1,month-to-month,mailed,3,46,1,1633,1
1005573,17,72.15,0,month-to-month,electronic,4,65,0,6379,0
1005574,54,47.79,3,month-to-month,bank-transfer,1,28,0,5483,0
1005575,51,51.76,2,one-year,mailed,2,57,1,1541,0
1005576,33,72.31,1,month-to-month,credit-card,2,46,1,4,0
1005577,39,104.94,1,two-year,electronic,4,31,0,147,0
1005578,56,83.43,1,two-year,electronic,2,76,1,201,0
1005579,12,76.06,0,one-year,bank-transfer,4,83,1,3206,0
1005580,50,105.37,3,month-to-month,electronic,3,40,1,831,1
1005581,68,71.64,1,two-year,electronic,3,66,1,3954,0
1005582,23,86.34,1,month-to-month,electronic,2,19,0,3424,1
1005583,8,113.05,0,month-to-month,mailed,3,76,1,2408,1
1005584,2,50.06,3,month-to-month,electronic,3,42,0,6792,1
1005585,3,48.44,1,month-to-month,electronic,5,18,1,6924,1
1005586,49,95.83,3,month-to-month,credit-card,2,72,0,1487,0
1005587,54,55.27,2,one-year,electronic,5,55,1,4957,0
1005588,61,31.07,2,two-year,electronic,4,72,1,2186,0
1005589,30,66.41,1,one-year,electronic,4,62,0,2069,0
1005590,39,116.87,1,two-year,mailed,2,23,0,3841,0
1005591,46,36.92,2,month-to-month,credit-card,2,44,1,1308,0
1005592,0,41.32,1,month-to-month,bank-transfer,5,83,0,4568,1
1005593,2,77.9,1,month-to-month,electronic,3,68,0,2287,0
1005594,52,77.45,1,month-to-month,electronic,2,30,1,6985,0
1005595,5,57.97,1,one-year,electronic,2,48,0,1951,1
1005596,24,71.42,1,month-to-month,credit-card,5,37,0,629,1
1005597,20,40.51,3,month-to-month,credit-card,1,49,1,1916,1
1005598,57,127.5,0,one-year,credit-card,4,84,1,3066,0
1005599,23,77.76,0,month-to-month,bank-transfer,5,82,0,619,1
1005600,71,33.9,1,one-year,electronic,1,74,1,2374,0
1005601,38,126.62,3,month-to-month,credit-card,1,56,1,5044,1
1005602,17,105.38,0,month-to-month,credit-card,4,74,0,6654,0
1005603,22,70.95,1,month-to-month,electronic,4,48,0,4613,1
1005604,40,89.75,3,month-to-month,electronic,1,36,1,6689,1
1005605,16,98.71,0,two-year,electronic,4,52,0,3332,0
1005606,62,56.55,1,month-to-month,electronic,4,32,0,3284,0
1005607,68,69.21,1,month-to-month,electronic,2,28,0,1505,0
1005608,51,96.52,4,one-year,mailed,3,82,0,4584,0
1005609,9,44.55,0,two-year,bank-transfer,5,70,1,1922,0
1005610,14,43.98,0,two-year,mailed,4,27,1,3935,0
1005611,36,39.62,3,two-year,electronic,5,75,1,4758,0
1005612,32,71.73,0,two-year,electronic,4,59,1,874,0
1005613,16,43.65,3,two-year,bank-transfer,5,65,0,1941,0
1005614,64,68.59,1,month-to-month,electronic,5,24,0,350,0
1005615,58,68.2,0,month-to-month,bank-transfer,2,54,1,5642,0
1005616,20,94.44,1,two-year,electronic,4,19,0,5706,0
1005617,44,15.0,3,month-to-month,bank-transfer,1,78,1,5072,0
1005618,54,109.61,0,two-year,bank-transfer,5,18,0,2401,0
1005619,44,120.13,1,two-year,electronic,2,36,0,4984,0
1005620,66,90.56,2,one-year,credit-card,2,18,0,1079,0
1005621,31,15.0,4,month-to-month,credit-card,3,63,0,2522,1
1005622,12,80.74,1,month-to-month,electronic,3,79,1,614,1
1005623,32,72.63,4,month-to-month,electronic,3,64,0,6126,1
1005624,6,15.0,1,month-to-month,mailed,2,27,1,4855,1
1005625,71,39.33,1,month-to-month,mailed,2,45,1,3881,0
1005626,4,75.43,2,month-to-month,electronic,3,66,1,5573,0
1005627,30,15.0,1,month-to-month,electronic,2,75,0,515,0
1005628,25,94.53,0,one-year,electronic,1,74,0,5927,0
1005629,47,59.39,0,month-to-month,mailed,3,79,1,4786,0
1005630,53,117.99,0,two-year,bank-transfer,5,57,0,286,0
1005631,6,80.07,3,month-to-month,electronic,5,54,0,464,1
1005632,20,44.58,0,month-to-month,electronic,1,82,0,5291,1
1005633,37,86.78,3,one-year,bank-transfer,3,83,0,1779,0
1005634,50,35.53,1,month-to-month,electronic,5,69,1,6668,1
1005635,54,36.84,1,month-to-month,credit-card,5,61,0,2731,0
1005636,31,110.9,1,month-to-month,credit-card,4,27,0,2287,0
1005637,33,84.76,1,month-to-month,credit-card,2,53,1,2764,0
1005638,7,63.6,1,two-year,bank-transfer,4,37,0,248,0
1005639,52,56.25,1,month-to-month,electronic,2,44,0,4828,1
1005640,8,109.48,1,one-year,electronic,1,43,1,2444,0
1005641,47,42.44,2,two-year,electronic,1,67,1,4234,0
1005642,23,78.58,2,two-year,bank-transfer,3,45,1,283,0
1005643,7,80.49,1,two-year,electronic,1,71,1,6512,1
1005644,60,144.54,2,month-to-month,electronic,1,81,0,69,1
1005645,34,56.8,1,month-to-month,electronic,1,27,1,740,0
1005646,1,132.5,2,month-to-month,electronic,2,35,0,6251,1
1005647,2,117.26,1,month-to-month,electronic,5,36,1,4966,1
1005648,38,45.66,2,two-year,mailed,3,52,1,3791,0
1005649,6,58.34,2,one-year,mailed,3,27,0,5871,0
1005650,49,70.22,0,month-to-month,electronic,2,47,0,253,0
1005651,48,59.69,5,month-to-month,credit-card,3,79,1,4221,0
1005652,48,60.99,2,one-year,electronic,3,22,1,2153,0
1005653,15,83.71,4,month-to-month,bank-transfer,2,34,1,669,1
1005654,64,15.0,2,month-to-month,mailed,1,18,1,6576,0
1005655,3,21.83,1,month-to-month,credit-card,1,62,1,5375,1
1005656,62,98.34,2,one-year,credit-card,4,39,0,957,0
1005657,33,126.12,1,month-to-month,electronic,3,35,0,6911,1
1005658,30,35.75,3,one-year,electronic,4,84,1,2526,0
1005659,50,57.64,1,one-year,electronic,3,43,1,4109,0
1005660,27,59.69,1,two-year,mailed,2,68,1,4562,0
1005661,20,35.6,4,month-to-month,electronic,1,61,1,1775,0
1005662,27,104.07,1,month-to-month,electronic,2,49,0,5075,1
1005663,13,135.62,2,one-year,mailed,4,49,1,5545,1
1005664,34,55.4,4,month-to-month,electronic,5,70,0,1841,1
1005665,16,77.87,1,one-year,bank-transfer,1,18,0,3565,0
1005666,52,60.65,0,two-year,bank-transfer,3,46,0,4285,0
1005667,1,75.95,2,month-to-month,electronic,2,59,0,1267,1
1005668,20,15.0,0,two-year,credit-card,1,32,1,5191,0
1005669,3,117.97,0,month-to-month,electronic,1,19,1,2692,1
1005670,1,75.68,1,month-to-month,electronic,5,54,1,6835,1
1005671,33,80.79,2,month-to-month,electronic,3,40,0,2244,0
1005672,6,71.69,2,month-to-month,mailed,5,53,0,1461,1
1005673,15,126.6,1,month-to-month,electronic,5,44,1,3114,1
1005674,45,39.61,1,one-year,electronic,1,29,0,4549,0
1005675,30,35.75,1,month-to-month,credit-card,3,77,0,5136,1
1005676,47,38.71,2,month-to-month,mailed,2,26,0,27,1
1005677,65,91.87,0,one-year,electronic,4,63,0,3514,0
1005678,1,115.47,1,month-to-month,bank-transfer,2,67,1,2001,1
1005679,57,116.9,2,one-year,bank-transfer,5,29,0,3061,0
1005680,7,109.06,5,month-to-month,mailed,3,26,1,2035,1
1005681,59,15.0,2,month-to-month,credit-card,4,74,1,5946,0
1005682,62,110.96,2,month-to-month,bank-transfer,1,37,1,6840,1
1005683,66,105.4,2,month-to-month,credit-card,3,57,1,2969,0
1005684,7,78.54,3,month-to-month,electronic,3,84,0,753,1
1005685,48,44.31,2,one-year,mailed,3,74,0,5504,0
1005686,7,32.71,1,month-to-month,electronic,4,78,0,4857,1
1005687,31,85.03,2,two-year,electronic,5,84,1,1929,0
1005688,17,68.92,0,month-to-month,electronic,1,37,0,4026,1
1005689,5,25.92,2,one-year,credit-card,3,32,1,1981,0
1005690,53,81.42,1,two-year,credit-card,1,65,0,3236,0
1005691,51,100.4,4,month-to-month,mailed,5,81,1,2061,1
1005692,21,30.34,0,month-to-month,electronic,2,74,0,2292,1
1005693,8,58.36,0,one-year,electronic,5,83,1,4841,0
1005694,48,34.33,1,two-year,electronic,5,62,1,2186,0
1005695,21,81.7,1,one-year,electronic,4,49,0,6012,0
1005696,4,54.22,3,one-year,electronic,3,76,1,3589,1
1005697,20,66.38,0,month-to-month,electronic,2,43,0,3313,1
1005698,28,57.35,3,two-year,electronic,3,52,1,4539,0
1005699,67,89.19,2,month-to-month,credit-card,2,38,1,4484,1
1005700,12,95.13,2,month-to-month,electronic,4,49,0,2248,1
1005701,62,104.64,2,month-to-month,electronic,4,48,0,131,1
1005702,58,62.3,3,one-year,electronic,2,22,1,5769,1
1005703,18,69.19,1,month-to-month,mailed,1,38,0,4021,1
1005704,29,63.18,2,one-year,electronic,5,44,1,878,0
1005705,26,64.57,0,one-year,bank-transfer,2,71,1,2912,0
1005706,47,69.78,1,one-year,bank-transfer,5,74,1,2404,0
1005707,34,28.09,4,two-year,electronic,2,79,1,4061,0
1005708,26,31.22,2,month-to-month,credit-card,1,44,1,5772,1
1005709,3,75.32,1,one-year,bank-transfer,3,34,0,3717,0
1005710,59,15.0,2,one-year,bank-transfer,4,50,1,4759,0
1005711,1,39.45,4,one-year,bank-transfer,3,64,1,5928,1
1005712,4,85.4,0,two-year,mailed,5,32,0,2612,0
1005713,40,72.1,2,two-year,electronic,1,46,1,2916,0
1005714,46,87.84,2,one-year,electronic,3,52,1,3333,0
1005715,36,53.5,1,month-to-month,bank-transfer,3,81,0,418,0
1005716,37,76.08,2,one-year,bank-transfer,3,65,1,1805,0
1005717,45,43.41,0,month-to-month,mailed,1,57,1,6021,0
1005718,42,85.72,2,one-year,electronic,3,41,1,6131,0
1005719,63,82.17,3,month-to-month,electronic,5,33,0,1284,0
1005720,23,51.29,3,two-year,bank-transfer,4,43,0,54,0
1005721,9,26.01,2,month-to-month,electronic,1,23,0,6577,0
1005722,7,34.49,2,month-to-month,bank-transfer,2,43,0,5317,1
1005723,64,75.3,1,two-year,mailed,1,77,0,6231,0
1005724,43,76.52,1,one-year,credit-card,2,36,0,1524,0
1005725,15,63.39,3,month-to-month,electronic,4,26,1,2306,1
1005726,59,53.05,4,month-to-month,electronic,5,18,0,955,1
1005727,66,53.05,3,month-to-month,bank-transfer,4,29,1,6022,0
1005728,64,41.42,2,month-to-month,mailed,5,82,0,5305,0
1005729,11,15.0,1,month-to-month,bank-transfer,5,27,0,3330,1
1005730,17,97.91,4,one-year,bank-transfer,2,29,1,382,0
1005731,28,86.97,1,month-to-month,electronic,4,75,0,789,0
1005732,12,93.97,3,month-to-month,mailed,2,24,1,5648,1
1005733,53,39.09,0,two-year,credit-card,2,28,1,4099,0
1005734,56,119.21,1,one-year,electronic,1,46,1,4249,0
1005735,14,71.89,1,month-to-month,electronic,3,48,1,2944,1
1005736,61,85.72,1,month-to-month,electronic,4,65,0,1686,1
1005737,8,43.06,1,month-to-month,mailed,5,81,1,6787,1
1005738,58,44.67,2,one-year,electronic,5,61,1,3466,0
1005739,19,78.63,2,two-year,electronic,3,70,0,1626,0
1005740,43,71.31,1,two-year,credit-card,4,44,1,2928,0
1005741,24,58.57,2,one-year,mailed,5,51,1,996,0
1005742,48,89.64,1,two-year,bank-transfer,3,38,1,1828,0
1005743,63,27.68,0,month-to-month,mailed,2,80,1,6069,0
1005744,30,55.58,2,two-year,bank-transfer,4,47,0,4823,0
1005745,18,99.19,1,month-to-month,electronic,3,32,1,6470,1
1005746,5,81.42,2,month-to-month,electronic,2,84,1,4228,0
1005747,49,102.53,2,month-to-month,mailed,2,50,1,87,0
1005748,51,57.8,2,month-to-month,credit-card,4,71,0,779,1
1005749,60,88.52,2,month-to-month,mailed,4,52,1,2842,0
1005750,20,94.31,0,month-to-month,electronic,1,20,1,2994,1
1005751,0,47.46,2,two-year,electronic,4,42,0,1791,0
1005752,60,72.17,2,month-to-month,bank-transfer,4,69,1,3575,1
1005753,19,96.15,0,two-year,electronic,1,40,1,173,0
1005754,51,97.52,2,two-year,bank-transfer,1,82,1,6831,0
1005755,64,95.21,1,one-year,mailed,2,36,0,760,0
1005756,21,15.0,3,month-to-month,electronic,4,81,0,6121,1
1005757,41,76.93,1,month-to-month,electronic,4,70,1,687,0
1005758,23,93.93,1,month-to-month,electronic,5,36,0,5991,1
1005759,12,25.01,0,two-year,electronic,5,30,1,1598,0
1005760,15,73.93,2,two-year,bank-transfer,4,55,0,6535,0
1005761,35,86.07,4,month-to-month,electronic,4,44,1,5094,1
1005762,8,101.45,2,month-to-month,electronic,2,24,1,3856,1
1005763,28,64.89,3,two-year,bank-transfer,2,72,1,1349,0
1005764,27,68.44,3,month-to-month,electronic,1,41,0,4585,1
1005765,60,91.07,5,two-year,credit-card,4,42,0,6418,0
1005766,40,60.97,1,one-year,electronic,1,60,0,5006,1
1005767,57,97.65,1,two-year,electronic,1,53,0,4092,0
1005768,49,82.34,2,one-year,bank-transfer,2,62,1,5035,0
1005769,23,80.9,5,month-to-month,credit-card,5,56,0,2439,1
1005770,17,54.95,3,one-year,electronic,4,59,1,6780,0
1005771,70,72.89,1,one-year,mailed,4,53,0,2509,0
1005772,61,64.61,2,month-to-month,electronic,4,27,1,6120,1
1005773,3,103.9,1,one-year,electronic,3,39,1,4098,0
1005774,54,46.21,2,two-year,mailed,1,56,1,809,0
1005775,65,33.61,0,one-year,bank-transfer,1,37,1,216,0
1005776,69,45.61,2,two-year,mailed,5,30,0,1659,0
1005777,7,110.5,4,two-year,mailed,5,51,0,2295,0
1005778,28,86.5,3,month-to-month,credit-card,4,63,0,1039,1
1005779,39,88.9,0,two-year,electronic,4,78,1,3688,0
1005780,46,55.81,1,two-year,mailed,5,43,1,4524,0
